"","TESTUA","AD.NG","AD.TRINKOA","AD.LAGUNTZAILEA","ZA.LUZ0","ZA.LUZ1","EZEZKOESALDIA"
"1597","eta",0,0,0,0,0,0
"1598","beste batzuk",0,0,0,0,0,0
"1599","ia ia",0,0,0,0,0,0
"1600",NA,0,0,0,1,0,0
"1601","hirurogeita hamar urterako",0,0,0,1,0,0
"1602","itxaron",0,0,0,0,0,0
"1603","beharko",1,0,0,0,0,0
"1604","dugu",0,0,1,0,0,0
"1605","eta",0,0,0,1,0,0
"1606",NA,0,0,0,1,1,0
"1607","lana",0,0,0,0,0,0
"1608","lana",0,0,0,0,0,0
"1609","zein",0,0,0,0,0,0
"1610","den",0,1,0,0,0,0
"1611","hori",0,0,0,1,0,0
"1612","oso arriskutsua",0,0,0,0,1,0
"1613","izan",1,0,0,0,0,0
"1614","daiteke",0,0,1,0,0,0
"1615","bukatzeko",0,0,0,0,0,0
"1616","esan",0,0,0,0,0,0
"1617","behar",1,0,0,0,0,0
"1618","dut",0,0,1,0,0,0
"1619","gure+",0,0,0,1,0,0
"1620","+ nagusiak",0,0,0,0,0,0
"1621","zaindu",0,0,0,0,0,0
"1622","behar",1,0,0,1,0,0
"1623","ditugula",0,0,1,0,0,0
"1624","haiek",0,0,0,0,0,0
"1625","garai horretan",0,0,0,0,0,0
"1626","asko",0,0,0,0,0,0
"1627",NA,0,0,0,0,0,0
"1628",NA,0,0,0,0,0,0
"1629","eskaini",1,0,0,0,0,0
"1630",NA,0,0,0,0,0,0
"1631",NA,0,0,0,1,0,0
"1632","eskaini",1,0,0,0,0,0
"1633","diezagukete",0,0,1,1,0,0
"1634","hau da",0,0,0,0,0,0
"1635","eskarmentu handia",0,0,0,0,0,0
"1636","daukate",0,1,0,0,0,0
"1637","eta",0,0,0,0,0,0
"1638","denbora",0,0,0,1,0,0
"1639","soberan",0,0,0,0,1,0
"1640","daukate",0,1,0,0,0,0
"1641","orduan",0,0,0,0,0,0
"1642","agian",0,0,0,0,0,0
"1643","ekintzaren bat",0,0,0,0,0,0
"1644","egin",1,0,0,0,0,0
"1645","dezakegu",0,0,1,0,0,0
"1646","haien eskarmentua",0,0,0,0,0,0
"1647",NA,0,0,0,0,0,0
"1648","guri transmititzeko",0,0,0,0,0,0
"1649",NA,0,0,0,0,0,0
"1650","kale zurrutari buruz",0,0,0,1,0,0
"1651","hitzegingo",1,0,0,0,0,0
"1652","dut",0,0,1,0,0,0
"1653","alkohola",0,0,0,0,0,0
"1654","betidanik",0,0,0,0,0,0
"1655","esistitu",1,0,0,0,0,0
"1656","du",0,0,1,0,0,0
"1657","da",0,0,1,0,0,0
"1658",NA,0,0,0,0,0,0
"1659","da",0,0,1,0,0,0
"1660","barkatu",0,0,0,0,0,0
"1661","eta",0,0,0,1,0,0
"1662",NA,0,0,0,0,0,0
"1663","gizartea edo gizakiok",0,0,0,0,0,0
"1664","erabili",1,0,0,1,0,0
"1665","dugu",0,0,1,0,0,0
"1666","harremanak",0,0,0,0,0,0
"1667","egiteko",0,0,0,0,0,0
"1668","gaur",0,0,0,0,0,0
"1669","gainera gaur egun",0,0,0,0,0,0
"1670",NA,0,0,0,0,0,0
"1671","alkoholaren",0,0,0,0,0,0
"1672","kultura",0,0,0,1,0,0
"1673","kulturala",0,0,0,0,1,0
"1674","da",0,1,0,0,0,0
"1675","nahiko zabalduta",0,0,0,1,0,0
"1676","dago",0,1,0,0,1,0
"1677","gizartean",0,0,0,0,0,0
"1678","horrek",0,0,0,0,0,0
"1679","ikus",1,0,0,0,0,0
"1680","dezakegu",0,0,1,0,0,0
"1681","kaleetatik",0,0,0,0,0,0
"1682",NA,0,0,0,1,0,0
"1683","ibiltzen",1,0,0,0,0,0
"1684","ginenean",0,0,1,0,0,0
"1685","tabernaz beteta",0,0,0,0,0,0
"1686","dagoelako",0,1,0,0,0,0
"1687","gainera",0,0,0,0,0,0
"1688",NA,0,0,0,0,0,0
"1689","normalean",0,0,0,0,0,0
"1690","lagunarekin",0,0,0,0,0,0
"1691",NA,0,0,0,0,0,0
"1692","lagunekin",0,0,0,0,0,0
"1693","geratzen",1,0,0,0,0,0
"1694","gara",0,0,1,0,0,0
"1695","taberna batean",0,0,0,0,0,0
"1696","zerbait hartzeko",0,0,0,0,0,0
"1697","eta",0,0,0,1,0,0
"1698","era berean",0,0,0,0,1,0
"1699","jakiteko",0,0,0,0,0,0
"1700","nola",0,0,0,0,0,0
"1701","dauden",0,1,0,1,0,0
"1702","hitz egiteko eta abar",0,0,0,0,0,0
"1703","baina",0,0,0,0,0,0
"1704","alkoholaren prezioa",0,0,0,0,0,0
"1705",NA,0,0,0,0,0,0
"1706",NA,0,0,0,0,0,0
"1707","pilo bat",0,0,0,0,0,0
"1708","igo",1,0,0,1,0,0
"1709","igo",1,0,0,0,1,0
"1710","da",0,0,1,0,0,0
"1711","eta",0,0,0,0,0,0
"1712",NA,0,0,0,0,0,0
"1713","horregatik",0,0,0,0,0,0
"1714","ohiturak",0,0,0,0,0,0
"1715","aldatu",1,0,0,0,0,0
"1716","dira",0,0,1,0,0,0
"1717","adibidez",0,0,0,0,0,0
"1718","gazteek",0,0,0,0,0,0
"1719","orain",0,0,0,0,0,0
"1720","kale zurruta",0,0,0,0,0,0
"1721","egiten",1,0,0,1,0,0
"1722","dute",0,0,1,0,1,0
"1723","ia tabernaz taberna",0,0,0,0,0,0
"1724","apur bat",0,0,0,0,0,0
"1725",NA,0,0,0,1,0,0
"1726","ezinezkoa",0,0,0,1,1,0
"1727","da",0,1,0,0,1,0
"1728","joatea",0,0,0,0,0,0
"1729","hau da",0,0,0,0,0,0
"1730",NA,0,0,0,0,0,0
"1731","lehen",0,0,0,0,0,0
"1732","egiten",1,0,0,0,0,0
"1733",NA,0,0,0,0,0,0
"1734","zutena",0,0,1,0,0,0
"1735","nahiko",0,0,0,1,0,0
"1736","merkea",0,0,0,0,1,0
"1737","zenez",0,1,0,0,0,0
"1738","hori",0,0,0,0,0,0
"1739","koadrilak",0,0,0,0,0,0
"1740","tabernaz taberna",0,0,0,0,0,0
"1741","joaten",1,0,0,0,0,0
"1742","dira",0,0,1,0,0,0
"1743","edaten",0,0,0,1,0,0
"1744",NA,0,0,0,0,0,0
"1745","ziren",0,0,1,0,0,0
"1746","bai",0,0,0,0,0,0
"1747","tragoren bat hartzeko",0,0,0,0,0,0
"1748","orain",0,0,0,0,0,0
"1749","ezinezkoa",0,0,0,0,0,0
"1750","da",0,1,0,0,0,0
"1751","nahiko",0,0,0,0,0,0
"1752",NA,0,0,0,1,0,0
"1753","gareztia",0,0,0,0,0,0
"1754","izango",1,0,0,1,0,0
"1755","delako",0,0,1,0,1,0
"1756","horregatik",0,0,0,0,0,0
"1757","beste aukera",0,0,0,0,0,0
"1758",NA,0,0,0,0,0,0
"1759","beste aukera",0,0,0,1,0,0
"1760","egiten",1,0,0,1,0,0
"1761","egiten",1,0,0,0,0,0
"1762","dute",0,0,1,0,0,0
"1763","gauza bera egiteko",0,0,0,0,0,0
"1764","harremanak egiteko eta lagunekin",0,0,0,0,0,0
"1765","egoteko",0,0,0,0,0,0
"1766","dena den",0,0,0,0,0,0
"1767","egia",0,0,0,0,0,0
"1768","da",0,1,0,0,0,0
"1769","kale zurruta",0,0,0,0,0,0
"1770","arazoak",0,0,0,0,0,0
"1771","sortzen",1,0,0,0,0,0
"1772","direla",0,0,1,0,0,0
"1773","zikinkeria",0,0,0,1,0,0
"1774","alde batetik",0,0,0,0,0,0
"1775","normalean",0,0,0,0,0,0
"1776","dena",0,0,0,1,0,0
"1777",NA,0,0,0,0,0,0
"1778",NA,0,0,0,0,0,0
"1779",NA,0,0,0,0,0,0
"1780","botil guztiak zein",0,0,0,0,0,0
"1781","plastiko+",0,0,0,1,0,0
"1782","+poltsak",0,0,0,0,0,0
"1783","plastiko poltsak",0,0,0,0,0,0
"1784",NA,0,0,0,0,0,0
"1785","plastikozko poltsak",0,0,0,0,0,0
"1786","etabar",0,0,0,0,0,0
"1787","enparantzetan edo kaleetan",0,0,0,0,0,0
"1788","geratzen",1,0,0,0,0,0
"1789","delako",0,0,1,0,0,0
"1790","beste aldetik",0,0,0,0,0,0
"1791","zarata",0,0,0,0,0,0
"1792",NA,0,0,0,0,0,0
"1793","zarata handia",0,0,0,0,0,0
"1794","sortzen",1,0,0,1,0,0
"1795","sortzen",1,0,0,0,0,0
"1796","da",0,0,1,0,0,0
"1797","jende asko",0,0,0,0,0,0
"1798","batzen",1,0,0,0,0,0
"1799","direlako",0,0,1,1,0,0
"1800","enparantza batean edo",0,0,0,1,1,0
"1801","kale batean",0,0,0,0,0,0
"1802","horretaz aparte",0,0,0,0,0,0
"1803","tabernariek",0,0,0,0,0,0
"1804","diru",0,0,0,1,0,0
"1805",NA,0,0,0,0,1,0
"1806","bai",0,0,0,0,0,0
"1807","diru gutxiago",0,0,0,0,0,0
"1808","irabazten",1,0,0,1,0,0
"1809","dute",0,0,1,0,0,0
"1810","bai",0,0,0,0,0,0
"1811","kontsumoa",0,0,0,0,0,0
"1812","murriztu",1,0,0,1,0,0
"1813","delako",0,0,1,0,0,0
"1814","hori dela eta",0,0,0,0,0,0
"1815","kale",0,0,0,1,0,0
"1816",NA,0,0,0,0,1,0
"1817","zurrutaren aurka",0,0,0,1,0,0
"1818","borrokatu",1,0,0,1,0,0
"1819","da",0,0,1,0,1,0
"1820","batez ere admnistrazinoi+",0,0,0,1,0,0
"1821","+rengandik",0,0,0,0,0,0
"1822",NA,0,0,0,0,0,0
"1823","administrazioetatik",0,0,0,0,0,0
"1824","si",0,0,0,0,0,0
"1825","bai",0,0,0,0,0,0
"1826","eta",0,0,0,0,0,0
"1827","saiatu",1,0,0,1,0,0
"1828","saiatu",1,0,0,1,0,0
"1829","dute",0,0,1,1,1,0
"1830","kale zurruta",0,0,0,0,0,0
"1831",NA,0,0,0,1,0,0
"1832","desagertzen",0,0,0,0,0,0
"1833","isunaren bidez",0,0,0,0,0,0
"1834",NA,0,0,0,0,0,0
"1835","beste formaren bidez",0,0,0,0,0,0
"1836","beraz bukazeko",0,0,0,0,0,0
"1837","nire ustez",0,0,0,0,0,0
"1838","egia",0,0,0,1,0,0
"1839","da",0,1,0,0,1,0
"1840","txarto",0,0,0,0,0,0
"1841","dagoela",0,1,0,1,0,0
"1842",NA,0,0,0,0,0,0
"1843","zarata zein zikinkeria",0,0,0,1,0,0
"1844","baina",0,0,0,1,0,0
"1845","eta hori",0,0,0,0,0,0
"1846",NA,0,0,0,0,0,0
"1847","gaz+",0,0,0,0,0,0
"1848","+teak",0,0,0,0,0,0
"1849","saiatu",0,0,0,0,0,0
"1850","beharko",1,0,0,1,0,0
"1851","dira",0,0,1,0,1,0
"1852",NA,0,0,0,0,0,1
"1853","gazteek",0,0,0,0,0,1
"1854","saiatu",0,0,0,0,0,1
"1855","beharko",1,0,0,0,0,1
"1856","dute",0,0,1,0,0,1
"1857","bale",0,0,0,0,0,1
"1858","baina",0,0,0,1,0,1
"1859",NA,0,0,0,0,0,1
"1860","hori",0,0,0,0,0,1
"1861","ez",0,0,0,0,0,1
"1862","da",0,1,0,0,0,1
"1863","nahikoa",0,0,0,0,0,1
"1864","kale zurruta",0,0,0,1,0,1
"1865","debekatzeko",0,0,0,0,0,1
"1866","ta",0,0,0,1,0,0
"1867","debeku asko",0,0,0,1,0,0
"1868","daukagu",0,1,0,0,1,0
"1869","beste bat",0,0,0,0,0,0
"1870","jartzeko",0,0,0,0,0,0
"1871","modeloei buruz",0,0,0,1,0,0
"1872","hitzegingo",1,0,0,0,0,0
"1873","dut",0,0,1,0,0,0
"1874","argi",0,0,0,1,0,0
"1875","argi",0,0,0,0,1,0
"1876","dago",0,1,0,0,0,0
"1877","gaur egun",0,0,0,0,0,0
"1878","itxura fisikoa",0,0,0,0,0,0
"1879","nahiko garrantzitsua",0,0,0,1,0,0
"1880","dela",0,1,0,0,1,0
"1881","telebistatik eta aldiezkari",0,0,0,1,0,0
"1882",NA,0,0,0,0,0,0
"1883","aldiz+",0,0,0,1,0,0
"1884","+karie+",0,0,0,0,0,0
"1885","tatik",0,0,0,0,0,0
"1886","eragin handia",0,0,0,0,0,0
"1887","jasotzen",1,0,0,1,0,0
"1888","dugulako",0,0,0,0,0,0
"1889","baina garai guztietan",0,0,0,1,0,1
"1890","ez",0,0,0,1,0,1
"1891","ez",0,0,0,0,0,1
"1892","ez",0,0,0,0,0,1
"1893","zen",0,0,1,0,0,1
"1894","izan",1,0,0,0,0,1
"1895","berdina",0,0,0,0,0,1
"1896","adibidez",0,0,0,0,0,0
"1897","orain dela ehun urte",0,0,0,0,0,0
"1898",NA,0,0,0,0,0,0
"1899","modeloak",0,0,0,0,0,0
"1900","eta eredu",0,0,0,1,0,0
"1901","erakutsi",1,0,0,0,0,0
"1902",NA,0,0,0,0,0,0
"1903","zutena",0,0,1,0,0,0
"1904","desberdina",0,0,0,0,0,0
"1905","zen",0,1,0,0,0,0
"1906","modeloak",0,0,0,0,0,0
"1907","lodiagoak",0,0,0,0,0,0
"1908","ziren",0,1,0,0,0,0
"1909","nola da",0,0,0,0,0,0
"1910","eta",0,0,0,1,0,0
"1911","horrekin",0,0,0,0,0,0
"1912","erakutsi",1,0,0,1,0,0
"1913","erakutsi",1,0,0,0,0,0
"1914",NA,0,0,0,0,0,0
"1915","zuten",0,0,1,0,0,0
"1916","hori",0,0,0,0,0,0
"1917",NA,0,0,0,0,0,0
"1918",NA,0,0,0,1,0,0
"1919","osasuntsuena zein politena",0,0,0,0,0,0
"1920","lodi egotea",0,0,0,1,0,0
"1921","dela",0,1,0,0,0,0
"1922","bai",0,0,0,0,0,0
"1923","zela",0,1,0,0,0,0
"1924","baur egun berriz",0,0,0,0,0,0
"1925","emakume modeloak",0,0,0,1,0,0
"1926","argalegiak",0,0,0,0,0,0
"1927","dira",0,1,0,0,0,0
"1928","eta",0,0,0,1,0,0
"1929","bihurgunerik bage",0,0,0,1,0,0
"1930","dira",0,1,0,0,0,0
"1931",NA,0,0,0,0,0,0
"1932","gizonaldean adibidez",0,0,0,0,0,0
"1933","ihartsuak zein",0,0,0,1,0,0
"1934","ilerik gabe",0,0,0,1,0,0
"1935","dira",0,1,0,0,0,0
"1936","eta",0,0,0,1,0,0
"1937","modelo",0,0,0,1,0,0
"1938","modelo hauek",0,0,0,0,0,0
"1939","nire ustez",0,0,0,0,0,0
"1940","eredu txarra",0,0,0,0,0,0
"1941","da",0,1,0,0,0,0
"1942",NA,0,0,0,0,0,0
"1943","batez ere gazteentzat",0,0,0,0,0,0
"1944","gorputz horiek lortzeko",0,0,0,0,0,0
"1945","basakeriak",0,0,0,0,0,0
"1946","egin",0,0,0,0,0,0
"1947","behar",1,0,0,0,0,0
"1948","dituzte",0,0,1,1,0,0
"1949","ba",0,0,0,1,1,0
"1950",NA,0,0,0,0,1,0
"1951","elikaduraren",0,0,0,1,0,0
"1952","arloan",0,0,0,0,0,0
"1953","edo",0,0,0,1,0,0
"1954","kirol",0,0,0,1,0,0
"1955","kirol arloan",0,0,0,0,0,0
"1956","zer",0,0,0,0,0,0
"1957","esan",0,0,0,0,0,0
"1958","nahi",1,0,0,0,0,0
"1959","dut",0,0,1,0,0,0
"1960","emakumen",0,0,0,1,0,0
"1961","gorputza",0,0,0,0,0,0
"1962","izateko",0,0,0,0,0,0
"1963","gazteek",0,0,0,0,0,0
"1964","batzuetan",0,0,0,0,0,0
"1965","oka",0,0,0,0,0,0
"1966","egiten",1,0,0,0,0,0
"1967","dute",0,0,1,0,0,0
"1968","jan",1,0,0,0,0,0
"1969","dutena",0,0,1,0,0,0
"1970","ez",0,0,0,0,0,0
"1971",NA,0,0,0,0,0,0
"1972","sendatzeko loditzeko",0,0,0,0,0,0
"1973","gero",0,0,0,0,0,0
"1974","gizona",0,0,0,1,0,0
"1975","gazte asko",0,0,0,0,0,0
"1976",NA,0,0,0,0,0,0
"1977","denbora",0,0,0,1,0,0
"1978","denbora pilo",0,0,0,0,0,0
"1979","ematen",1,0,0,0,0,0
"1980","dute",0,0,1,0,0,0
"1981","ginasioan",0,0,0,0,0,0
"1982","kirola egiteko gihartsuak egoteko",0,0,0,0,0,0
"1983","eta",0,0,0,1,0,0
"1984",NA,0,0,0,0,0,0
"1985",NA,0,0,0,0,0,0
"1986",NA,0,0,0,0,0,0
"1987","depilazioi osoa",0,0,0,0,0,0
"1988","egiten",1,0,0,0,0,0
"1989","dituzte",0,0,1,0,0,0
"1990","azken finean",0,0,0,0,0,0
"1991","horrekin",0,0,0,0,0,0
"1992","esan",0,0,0,0,0,0
"1993","nahi",1,0,0,0,0,0
"1994","dudana",0,0,1,0,0,0
"1995","da",0,1,0,0,0,0
"1996",NA,0,0,0,0,0,0
"1997","balio gehiegi",0,0,0,1,0,0
"1998","ematen",1,0,0,0,1,0
"1999","dutela",0,0,1,1,0,0
"2000","itxura fisikoa",0,0,0,0,0,0
"2001","hori dela eta",0,0,0,0,0,0
"2002","uste",1,0,0,0,0,0
"2003","dut",0,0,1,0,0,0
"2004","?",0,0,0,0,0,0
"2005","eredu mota hau",0,0,0,0,0,0
"2006","aldatu",0,0,0,0,0,0
"2007","beharko",1,0,0,1,0,0
"2008","genuke",0,0,1,0,1,0
"2009",NA,0,0,0,0,0,0
"2010","batez ere gazteei babesteko",0,0,0,1,0,0
"2011","haiek",0,0,0,0,0,0
"2012","oso hunkiberak",0,0,0,1,0,0
"2013","direnez",0,1,0,0,0,0
"2014","batzuetan",0,0,0,0,0,1
"2015","ez",0,0,0,0,0,1
"2016","dakite",0,1,0,0,0,1
"2017","ondo",0,0,0,1,0,1
"2018","ondo aukeratu",0,0,0,0,0,1
"2019","zer",0,0,0,0,0,0
"2020","den",0,1,0,0,0,0
"2021","ona",0,0,0,0,0,0
"2022","eta",0,0,0,0,0,0
"2023","zer",0,0,0,0,0,0
"2024","den",0,1,0,0,0,0
"2025","txarra",0,0,0,0,0,0
"2026",NA,0,0,0,0,0,0
"2027","tamalez",0,0,0,0,0,0
"2028","hedabideek",0,0,0,1,0,0
"2029",NA,0,0,0,1,0,0
"2030","ez",0,0,0,0,0,0
"2031","gazteengan",0,0,0,0,0,0
"2032","eragin handia",0,0,0,0,0,0
"2033","daukate",0,1,0,0,0,0
"2034","eta",0,0,0,1,0,0
"2035","beti",0,0,0,0,0,1
"2036","ez",0,0,0,0,0,1
"2037","da",0,1,0,1,0,1
"2038","ez",0,0,0,0,0,1
"2039","da",0,1,0,0,0,1
"2040","ona",0,0,0,0,0,1
"2041","eta bakarrik",0,0,0,1,0,1
"2042","gertzen",1,0,0,1,0,0
"2043",NA,0,0,0,0,0,0
"2044","hartzen",1,0,0,0,0,0
"2045","dira",0,0,1,0,0,0
"2046",NA,0,0,0,0,0,0
"2047","ikusgarriena",0,0,0,0,0,0
"2048","ez",0,0,0,1,0,0
"2049","gauzak",0,0,0,0,0,0
"2050","sakonagoak",0,0,0,0,0,0
"2051","edo",0,0,0,1,0,0
"2052","garrantzitsuagoak",0,0,0,0,0,0
"2053",NA,0,0,0,0,0,0
"2054","zaratari buruz",0,0,0,1,0,0
"2055","hitzegingo",1,0,0,0,1,0
"2056","dut",0,0,1,0,0,0
"2057","argi eta garbi",0,0,0,0,0,0
"2058","dago",0,1,0,0,0,0
"2059","mediterraneotik inguruan",0,0,0,0,0,0
"2060","bizi",1,0,0,1,0,0
"2061","garen",0,0,1,0,0,0
"2062","herrialdeok",0,0,0,0,0,0
"2063","zaratatsoagoak",0,0,0,1,0,0
"2064","garela",0,1,0,0,0,0
"2065","agian kultura",0,0,0,1,0,0
"2066","kulturagatik",0,0,0,0,0,0
"2067","baina jakin",0,0,0,1,0,0
"2068","badakigu",0,1,0,0,1,0
"2069","zarata",0,0,0,0,0,0
"2070","osasunerako",0,0,0,1,0,0
"2071","kaltegarria",0,0,0,0,0,0
"2072","dela",0,1,0,0,0,0
"2073",NA,0,0,0,0,0,0
"2074","gizartea",0,0,0,0,0,0
"2075","zarata",0,0,0,1,0,0
"2076","zarata iturri asko",0,0,0,1,1,0
"2077","daukagu",0,1,0,0,1,0
"2078","zirkulazioia lanak",0,0,0,0,0,0
"2079","?",0,0,0,0,0,0
"2080","zikulazioa lana",0,0,0,0,0,0
"2081","tabernak",0,0,0,0,0,0
"2082","ohikukak eta abar",0,0,0,0,0,0
"2083","ta",0,0,0,1,0,0
"2084","batzuk",0,0,0,0,0,0
"2085","edo hobeto esanda",0,0,0,1,0,0
"2086","gehienak",0,0,0,0,1,0
"2087","saiestu",1,0,0,1,0,0
"2088","daitezen",0,0,1,0,1,0
"2089","adibidez",0,0,0,0,0,0
"2090","tabernaetako zaratak",0,0,0,1,0,0
"2091","isolamendu on batekin",0,0,0,0,0,0
"2092",NA,0,0,0,0,0,0
"2093","asko",0,0,0,0,0,0
"2094","murriztu",1,0,0,1,0,0
"2095","daiteke",0,0,1,0,0,0
"2096","edo",0,0,0,0,0,0
"2097","daitezke",0,0,1,0,0,0
"2098","hobeto esanda",0,0,0,0,0,0
"2099","gainera",0,0,0,0,0,0
"2100","gure partez ere",0,0,0,1,0,0
"2101","zeozer",0,0,0,0,0,0
"2102","egin",1,0,0,1,0,0
"2103",NA,0,0,0,0,0,0
"2104","dezakegu",0,0,1,0,0,0
"2105","tabernaz taberna",0,0,0,0,0,0
"2106",NA,0,0,0,0,0,0
"2107","joan",0,0,0,0,0,0
"2108",NA,0,0,0,0,0,0
