"","TESTUA","AD.NG","AD.TRINKOA","AD.LAGUNTZAILEA","ZA.LUZ0","ZA.LUZ1","EZEZKOESALDIA"
"2109","joan",1,0,0,0,0,0
"2110","garen",0,0,1,0,0,0
"2111","bakoitzean",0,0,0,0,0,0
"2112","isilik edo",0,0,0,1,0,0
"2113","ez",0,0,0,0,1,0
"2114","bozean",0,0,0,0,0,0
"2115","joan",1,0,0,0,0,0
"2116","gaitezke",0,0,1,0,0,0
"2117","gainera",0,0,0,0,0,0
"2118","gaueko zarata",0,0,0,0,0,0
"2119","oso desatsegina",0,0,0,0,0,0
"2120","da",0,1,0,0,0,0
"2121","lo",0,0,0,1,0,0
"2122",NA,0,0,0,0,0,0
"2123","lo",0,0,0,1,0,0
"2124","dauden",0,1,0,0,1,0
"2125",NA,0,0,0,0,0,0
"2126","pertsonak",0,0,0,0,0,0
"2127",NA,0,0,0,0,0,0
"2128","esna",1,0,0,1,0,0
"2129","esna",1,0,0,0,0,0
"2130","ditzakegu",0,0,1,0,0,0
"2131","eta zer esanik ez",0,0,0,0,0,0
"2132","?",0,0,0,0,0,0
"2133","zirkulazioa",0,0,0,0,0,0
"2134","ere",0,0,0,0,0,0
"2135","murriz",1,0,0,1,0,0
"2136","murriz",1,0,0,0,0,0
"2137","dezakegu",0,0,1,0,0,0
"2138","garraio publikoak erabiltzen",0,0,0,1,0,0
"2139","x",0,0,0,0,0,0
"2140","dena den",0,0,0,0,0,0
"2141","u dalak",0,0,0,1,0,0
"2142","bere",0,0,0,1,0,0
"2143","udalek",0,0,0,0,1,0
"2144","bere aldetik",0,0,0,0,0,0
"2145","jarri",0,0,0,0,0,0
"2146","behar",0,0,0,1,0,0
"2147","dute",0,0,1,0,0,0
"2148","zaborra",0,0,0,1,0,0
"2149","biltzen",1,0,0,0,0,0
"2150",NA,0,0,0,0,0,0
"2151","dituzten",0,0,1,0,0,0
"2152","zaborra",0,0,0,0,0,0
"2153","biltzen",1,0,0,0,0,0
"2154","duten",0,0,1,0,0,0
"2155","kamioiak k",0,0,0,0,0,0
"2156","isilagoak",0,0,0,0,0,0
"2157","edo",0,0,0,1,0,0
"2158","beste ordutegi batean",0,0,0,1,1,0
"2159","egin",1,0,0,0,1,0
"2160","dezakete",0,0,1,1,0,0
"2161","bere lana",0,0,0,1,1,0
"2162","hala eta guztiz ere",0,0,0,0,0,0
"2163","nire ustez",0,0,0,0,0,0
"2164","zarataren arazoa",0,0,0,1,0,0
"2165","begirune falta",0,0,0,1,1,0
"2166","da",0,1,0,0,1,0
"2167","ez",0,0,0,0,0,1
"2168","ez",0,0,0,0,0,1
"2169","dugu",0,0,1,1,0,1
"2170","pentsatzen",1,0,0,0,1,1
"2171","normalean",0,0,0,0,0,0
"2172","gure",0,0,0,1,0,0
"2173","doinua",0,0,0,0,0,0
"2174","beste pertson bat",0,0,0,1,0,0
"2175","molestatzen",1,0,0,1,0,0
"2176",NA,0,0,0,0,0,0
"2177","duela",0,0,1,0,0,0
"2178","hau da",0,0,0,0,0,0
"2179","asko",0,0,0,0,0,0
"2180","nabaritzen",1,0,0,0,0,0
"2181","da",0,0,1,0,0,0
"2182","gure",0,0,0,1,0,0
"2183","gure doinua +.",0,0,0,0,0,0
"2184","guk",0,0,0,0,0,0
"2185","esan",0,0,0,0,0,0
"2186","nahi",1,0,0,0,0,0
"2187","dudana",0,0,1,0,0,0
"2188","da",0,1,0,1,0,0
"2189","guk",0,0,0,0,0,0
"2190","hitzegi+",1,0,0,0,0,0
"2191","+ten",0,0,0,0,0,0
"2192","dugunean",0,0,0,0,0,0
"2193","gure donua",0,0,0,0,0,0
"2194","oso altua",0,0,0,0,0,0
"2195","da",0,1,0,0,0,0
"2196","beste herraildeko biztanleen aldean",0,0,0,1,0,0
"2197","bai",0,0,0,0,0,0
"2198","horregatik",0,0,0,0,0,1
"2199","nik",0,0,0,0,0,1
"2200",NA,0,0,0,0,0,1
"2201","ni",0,0,0,0,0,1
"2202","zorrotzagoa",0,0,0,0,0,1
"2203","izango",1,0,0,1,0,1
"2204","nintzateke",0,0,1,0,1,1
"2205","eta gehiago",0,0,0,0,0,1
"2206","zigortuko",1,0,0,0,0,1
"2207","nuke",0,0,1,0,0,1
"2208","zarata sor+",0,0,0,0,0,1
"2209","+tzaile",0,0,0,1,0,1
"2210","nituzke",0,0,1,0,0,1
"2211","zarata sortzaileak",0,0,0,0,0,1
"2212",NA,0,0,0,0,0,1
"2213","garai batean",0,0,0,0,0,1
"2214","adopzioia",0,0,0,0,0,1
"2215","ez",0,0,0,0,0,1
"2216",NA,0,0,0,0,0,1
"2217","adopzioa",0,0,0,0,0,1
"2218","ez",0,0,0,0,0,1
"2219","zegoen",0,1,0,0,0,1
"2220","batere zabalduta",0,0,0,0,0,1
"2221","bakarrik",0,0,0,0,0,0
"2222","abera+",0,0,0,1,0,0
"2223","+tsek",0,0,0,0,0,0
"2224","adoptatzen",1,0,0,1,0,0
"2225","zuten",0,0,1,0,0,0
"2226","edo",0,0,0,0,0,0
"2227","ugal+",0,0,0,1,0,0
"2228","+tzeko",0,0,0,0,0,0
"2229","arazoak",0,0,0,0,0,0
"2230",NA,0,0,0,1,0,0
"2231","zeuzkaten+",0,1,0,0,0,0
"2232","+nak",0,0,0,0,0,0
"2233","+nek",0,0,0,0,0,0
"2234","XX",0,0,0,0,0,1
"2235","gainera",0,0,0,0,0,1
"2236","nahiko garestia",0,0,0,1,0,0
"2237","zenez",0,1,0,0,0,0
"2238","familia gehienek",0,0,0,0,0,1
"2239","ezin",0,0,0,0,0,1
"2240","zuten",0,0,1,1,0,1
"2241","hori",0,0,0,0,1,1
"2242","hori",0,0,0,0,0,1
"2243","egin",1,0,0,0,0,1
"2244","XX",0,0,0,0,0,1
"2245","arazo +",0,0,0,1,0,0
"2246","+ asko",0,0,0,0,0,0
"2247","zeukatela+",0,1,0,1,0,0
"2248","zeu+",0,1,0,0,0,0
"2249","+ katelako",0,0,0,0,0,0
"2250","jateko",0,0,0,0,0,1
"2251","haiek berak jateko",0,0,0,0,0,1
"2252","baina gaur egun",0,0,0,0,0,0
"2253","desberdina",0,0,0,0,0,0
"2254","da",0,1,0,0,0,0
"2255","normalean",0,0,0,0,0,1
"2256","diru",0,0,0,1,0,1
"2257","diru arazoak",0,0,0,0,0,1
"2258","ez",0,0,0,0,0,1
"2259","ez",0,0,0,0,0,1
"2260",NA,0,0,0,0,0,1
"2261","ez",0,0,0,0,0,1
"2262","dauzkagunez",0,1,0,0,0,1
"2263","eta",0,0,0,1,0,0
"2264","bizi kalitatea",0,0,0,0,0,0
"2265","igo",1,0,0,0,0,0
"2266","denez",0,0,1,0,0,0
"2267","jasan",1,0,0,0,0,0
"2268","dezakegu",0,0,1,0,0,0
"2269","adopzioi bat egitea ala ez",0,0,0,0,0,0
"2270",NA,0,0,0,0,0,0
"2271","gainera tamalez",0,0,0,0,0,0
"2272","gero eta familia gehiago",0,0,0,1,0,0
"2273","arazoak",0,0,0,0,0,0
"2274","dauzkate",0,1,0,0,0,0
"2275","ugaltzeko",0,0,0,0,0,0
"2276","hori dela eta",0,0,0,0,0,0
"2277","adopzioia",0,0,0,0,0,0
"2278","adopzioa",0,0,0,0,0,0
"2279","igo",1,0,0,1,0,0
"2280","igo",1,0,0,0,0,0
"2281","dira",0,0,1,0,0,0
"2282",NA,0,0,0,0,0,0
"2283","bale",0,0,0,0,0,0
"2284","X",0,0,0,0,0,0
"2285","ah",0,0,0,0,0,0
"2286","bale",0,0,0,0,0,0
"2287","hori dela eta",0,0,0,0,0,0
"2288","adopzioak",0,0,0,0,0,0
"2289","igo",1,0,0,0,0,0
"2290","dira",0,0,1,0,0,0
"2291","eta",0,0,0,1,0,0
"2292",NA,0,0,0,0,0,0
"2293","ikus",1,0,0,0,0,0
"2294","dezakegunez",0,0,1,0,0,0
"2295","gure herria",0,0,0,0,0,0
"2296","+etan",0,0,0,0,0,0
"2297","erreza",0,0,0,0,0,0
"2298","da",0,1,0,0,0,0
"2299","ikustea",0,0,0,0,0,0
"2300","familiaren bat",0,0,0,0,0,0
"2301","adoptatu",1,0,0,0,0,0
"2302","ume bat",0,0,0,0,0,0
"2303","adoptatu",1,0,0,1,0,0
"2304","duela",0,0,1,1,0,0
"2305","are gehiago",0,0,0,0,0,0
"2306","uste",1,0,0,0,0,0
"2307","dut",0,0,1,0,0,0
"2308","momentu honetan moda",0,0,0,1,0,0
"2309","modan",0,0,0,0,0,0
"2310","dagoela",0,1,0,0,0,0
"2311","orain dela hamar urte",0,0,0,0,0,0
"2312","ikusi",1,0,0,1,0,0
"2313","genuen",0,0,1,0,1,0
"2314","neska txinatar asko",0,0,0,1,0,0
"2315",NA,0,0,0,0,0,0
"2316","gure hiri+",0,0,0,0,0,0
"2317","hirietan",0,0,0,0,0,0
"2318","eta orain adibidez",0,0,0,0,0,0
"2319","modan",0,0,0,0,0,0
"2320","dagoena",0,1,0,0,0,0
"2321","da",0,1,0,0,0,0
"2322","mutil errusiako bat",0,0,0,0,0,0
"2323","baina",0,0,0,1,0,0
"2324","egoera hau",0,0,0,0,1,0
"2325","oso txarto",0,0,0,0,0,0
"2326","iruditzen",1,0,0,0,0,0
"2327","zait",0,0,1,0,0,0
"2328","umeak adoptatzea",0,0,0,0,0,1
"2329","ez",0,0,0,1,0,1
"2330","ez",0,0,0,0,0,1
"2331","da",0,1,0,0,0,1
"2332","modarenkontu+",0,0,0,1,0,1
"2333","+ kontu bat",0,0,0,0,0,1
"2334",NA,0,0,0,0,0,1
"2335","+kontua",0,0,0,0,0,1
"2336","ezin",0,0,0,1,0,1
"2337","ezin",0,0,0,0,0,1
"2338","ezin",0,0,0,0,0,1
"2339",NA,0,0,0,0,0,1
"2340","ezin",0,0,0,0,0,1
"2341","da",0,1,0,1,0,1
"2342","ezin",0,0,0,0,1,1
"2343","dira",0,1,0,0,0,1
"2344","umeak",0,0,0,0,0,1
"2345","erabili",1,0,0,0,0,1
"2346","gure nahiak betetzeko",0,0,0,0,0,1
"2347","umeek",0,0,0,0,0,0
"2348","sentimenduak",0,0,0,0,0,0
"2349","eskubideak",0,0,0,0,0,0
"2350","eta",0,0,0,1,0,0
"2351","beharizanak",0,0,0,0,0,0
"2352",NA,0,0,0,0,0,0
"2353",NA,0,0,0,0,0,0
"2354","dauzkatenez",0,1,0,1,0,0
"2355",NA,0,0,0,0,0,1
"2356","ez",0,0,0,0,0,1
"2357","dira",0,1,0,0,0,1
"2358","izaterik",0,0,0,0,0,1
"2359",NA,0,0,0,1,0,1
"2360","txakur bezala",0,0,0,0,1,1
"2361","gure",0,0,0,1,0,1
"2362","nahiak",0,0,0,0,0,1
"2363","betetzeko",0,0,0,0,0,1
"2364","horregatik",0,0,0,0,0,0
"2365","adoptatu aurretik",0,0,0,0,0,0
"2366","ondo",0,0,0,0,0,0
"2367","aztertuko",1,0,0,0,0,0
"2368","nuke",0,0,1,0,0,0
"2369","nituzke",0,0,1,0,0,0
"2370","bikoteak",0,0,0,0,0,0
"2371","jakiteko",0,0,0,0,0,0
"2372","nola",0,0,0,1,0,0
"2373","diren",0,1,0,0,0,0
"2374","eta",0,0,0,1,0,0
"2375","jakiteko",0,0,0,0,0,0
"2376","baimena",0,0,0,1,0,0
"2377","merezi",1,0,0,1,0,0
"2378","duten",0,0,1,0,0,0
"2379","baina",0,0,0,1,0,0
"2380","ez",0,0,0,0,0,0
"2381","adoptatu",0,0,0,1,0,0
"2382","baina",0,0,0,0,0,0
"2383",NA,0,0,0,0,0,0
"2384","baina ez adoptatu aurretik",0,0,0,1,0,0
"2385","ezezik adoptatu aurretik",0,0,0,0,0,0
"2386","adoptatu ondoren ere",0,0,0,0,0,0
"2387","kontrol",0,0,0,0,0,0
"2388","kon+",0,0,0,0,0,0
"2389","+trolatu",0,0,0,1,0,0
"2390","beharko",1,0,0,1,0,0
"2391","beharko",1,0,0,0,0,0
"2392","genuke",0,0,1,0,0,0
"2393","jakiteko",0,0,0,1,0,0
"2394","betebeharrak",0,0,0,0,0,0
"2395","betetzen",1,0,0,1,0,0
"2396","duten",0,0,1,0,0,0
"2397","ala",0,0,0,1,0,0
"2398","dituzten",0,0,1,0,0,0
"2399","ala ez",0,0,0,0,0,0
"2400","hau da",0,0,0,0,0,0
"2401",NA,0,0,0,0,0,0
"2402","adoptatuko",1,0,0,1,0,0
"2403","duten",0,0,1,0,1,0
"2404","k gurasoek",0,0,0,0,0,0
"2405","bete",0,0,0,0,0,0
"2406","behar",1,0,0,1,0,0
"2407","dituzte",0,0,1,0,1,0
"2408","umeen+",0,0,0,0,0,0
"2409","+beharizan+",0,0,0,1,0,0
"2410","+ak",0,0,0,0,0,0
"2411",NA,0,0,0,0,0,0
"2412","bai",0,0,0,0,0,0
"2413","dituzten",0,0,1,0,0,0
"2414",NA,0,0,0,0,0,0
"2415","umeen beharrizanak",0,0,0,0,0,0
"2416","ez bakarrik hasieran",0,0,0,0,0,0
"2417","baizik eta",0,0,0,1,0,0
"2418","bizitza",0,0,0,1,0,0
"2419",NA,0,0,0,0,1,0
"2420","osoan",0,0,0,1,0,0
"2421","behintzat",0,0,0,0,0,0
"2422","autonomoak izan arte",0,0,0,0,0,0
"2423","horrela",0,0,0,0,0,0
"2424","aseguratuko",1,0,0,1,0,0
"2425","ginateke",0,0,1,0,0,0
"2426","m",0,0,0,0,0,0
"2427","genuke ?",0,0,0,0,0,0
"2428","aseguratuko",1,0,0,0,0,0
"2429","genuke",0,0,1,0,0,0
"2430","ume",0,0,0,1,0,0
"2431","umeak",0,0,0,0,0,0
"2432","benetako +",0,0,0,0,0,0
"2433","+familia bat",0,0,0,0,0,0
"2434","izango",1,0,0,1,0,0
"2435","dela",0,0,1,0,0,0
"2436","umeek",0,0,0,0,0,0
"2437","benetako familia",0,0,0,0,0,0
"2438","izango",1,0,0,0,0,0
"2439","dutela",0,0,1,0,0,0
"2440","ta ia",0,0,0,0,0,0
"2441","bueno",0,0,0,0,0,0
"2442","ezer iritzi baino lehen",0,0,0,0,0,0
"2443",NA,0,0,0,0,0,0
"2444","nire ustez",0,0,0,0,0,0
"2445","loditasuna",0,0,0,0,0,0
"2446","gaisotasun larria",0,0,0,1,0,0
"2447","dela",0,1,0,0,0,0
"2448","da",0,1,0,0,0,0
"2449","osasunerako",0,0,0,0,0,0
"2450","ondorio txarrak",0,0,0,0,0,0
"2451","dauzka",0,1,0,1,0,0
"2452","dauzkalako",0,1,0,0,0,0
"2453","horregatik",0,0,0,0,0,0
"2454","loditasuna",0,0,0,0,0,0
"2455","saiesteko",0,0,0,0,0,0
"2456","elikadura",0,0,0,0,0,0
"2457","garrantzitsua baino garrantzitsua",0,0,0,0,0,0
"2458","iruditzen",1,0,0,0,0,0
"2459","zait",0,0,1,0,0,0
"2460","baina tamalez",0,0,0,0,0,1
"2461","egungo jakiak",0,0,0,1,0,1
"2462","ta egungo elikagaiak",0,0,0,1,0,1
"2463","ez",0,0,0,0,0,1
"2464","ez",0,0,0,0,0,1
"2465","da",0,1,0,1,0,1
"2466","ez",0,0,0,0,1,1
"2467","dira",0,1,0,0,0,1
"2468","batere",0,0,0,0,0,1
"2469","osasuntsu +",0,0,0,1,0,1
"2470","osasuntsuak",0,0,0,0,0,1
"2471","ta",0,0,0,1,0,0
"2472",NA,0,0,0,0,0,0
"2473","batez ere",0,0,0,0,0,0
"2474","elikadura",0,0,0,0,0,0
"2475","ez",0,0,0,0,0,0
"2476","dela",0,1,0,0,0,0
"2477",NA,0,0,0,0,0,0
"2478","ez",0,0,0,0,0,0
"2479","dela",0,1,0,0,0,0
"2480","batere",0,0,0,1,0,0
"2481","orekatu +",0,0,0,1,0,0
"2482",NA,0,0,0,0,0,0
"2483","ez",0,0,0,0,0,0
"2484","dago",0,1,0,0,0,0
"2485","batere orekatuta",0,0,0,1,0,0
"2486","alde batetik",0,0,0,0,0,0
"2487","normalean+",0,0,0,0,0,0
"2488","bueno alde batetik",0,0,0,0,0,0
"2489","orduz kanpo",0,0,0,0,0,0
"2490","jaten",1,0,0,0,0,0
"2491","dugun",0,0,1,0,0,0
"2492","duguna",0,0,1,0,0,0
"2493","gose",0,0,0,1,0,0
"2494","garelako",0,0,1,0,1,0
"2495","eta",0,0,0,1,0,0
"2496","batzuetan",0,0,0,0,0,0
"2497","ba",0,0,0,1,0,0
"2498","hori",0,0,0,0,1,0
"2499","opilak edo",0,0,0,1,0,0
"2500","gozokiak",0,0,0,0,0,0
"2501","orduan",0,0,0,0,0,0
"2502","jaki hauek",0,0,0,0,0,0
"2503","ez",0,0,0,0,0,0
"2504","dira",0,1,0,1,0,0
"2505","komenigarriak",0,0,0,0,0,0
"2506","bestetik",0,0,0,0,0,0
"2507","gero eta janari+",0,0,0,1,0,0
"2508","+azkar gehiago",0,0,0,0,0,0
"2509","jaten",1,0,0,1,0,0
"2510","dugu",0,0,1,0,1,0
"2511","eta",0,0,0,1,0,0
"2512","janari mota hau",0,0,0,0,0,0
"2513",NA,0,0,0,0,0,0
"2514","kaloriak +",0,0,0,0,0,0
"2515",NA,0,0,0,0,0,0
"2516","+gehiegi",0,0,0,1,0,0
"2517","dauzka",0,1,0,0,1,0
"2518","dauzkate",0,1,0,0,0,0
"2519","eta",0,0,0,1,0,0
"2520","sustantzia kimiko",0,0,0,1,0,0
"2521","ere",0,0,0,0,0,0
"2522","horretaz gain",0,0,0,0,0,0
"2523","elikadura",0,0,0,1,0,0
"2524","elikaduraz gain",0,0,0,0,0,0
"2525","ariketa fisiko eza",0,0,0,0,0,0
"2526","zer ikusi",0,0,0,1,0,0
"2527","zerikusi",0,0,0,0,0,0
"2528","dauka",0,1,0,0,0,0
"2529","soberan",0,0,0,0,0,0
"2530","dauzkagun",0,1,0,0,0,0
"2531",NA,0,0,0,0,0,0
"2532","kaloriak",0,0,0,0,0,0
"2533","ezinbestekoa",0,0,0,1,0,0
"2534","da",0,1,0,0,1,0
"2535","kirola egitea",0,0,0,0,0,0
"2536","kaloriak erretzeko",0,0,0,1,0,0
"2537","baina",0,0,0,0,0,0
"2538","gaur egungo gazteek",0,0,0,0,0,0
"2539","adibidez",0,0,0,0,0,0
"2540","oso gutxi",0,0,0,0,0,0
"2541","mugitzen",1,0,0,0,0,0
"2542","dira",0,0,1,0,0,0
"2543","oso+",0,0,0,0,0,1
"2544","ez",0,0,0,0,0,1
"2545","dute",0,0,1,1,0,1
"2546","kirol asko",0,0,0,0,0,1
"2547","egiten",1,0,0,0,0,1
"2548","egun osoa",0,0,0,0,0,0
"2549","daude",0,1,0,1,0,0
"2550",NA,0,0,0,0,0,0
"2551","egun osoa",0,0,0,0,0,0
"2552","dauden",0,1,0,0,0,0
"2553","bideo jokoak+",0,0,0,0,0,0
"2554","bideo jokoarekin edo",0,0,0,1,0,0
"2555","bideo jokoan jokatzen",0,0,0,1,1,0
"2556","are gehiago",0,0,0,0,0,0
"2557",NA,0,0,0,0,0,0
"2558","jokatu bitartean",0,0,0,0,0,0
"2559","litxarreriak",0,0,0,0,0,0
"2560","asko",0,0,0,0,0,0
"2561","jaten",1,0,0,1,0,0
"2562","dituzte",0,0,1,0,0,0
"2563","beraz",0,0,0,0,0,0
"2564","arazo honi irtenbide bat emateko",0,0,0,0,0,0
"2565","gero eta larriagoa",0,0,0,0,0,0
"2566","delako",0,1,0,0,0,0
"2567","elikaduraren +",0,0,0,0,0,0
"2568",NA,0,0,0,0,0,0
"2569","+ohiturak",0,0,0,0,0,0
"2570","aldatu",0,0,0,0,0,0
"2571",NA,0,0,0,0,0,0
"2572","aldatu edo berreskuratu",0,0,0,0,0,0
"2573","behar",1,0,0,1,0,0
"2574","dugu",0,0,1,0,1,0
"2575","beharko",1,0,0,0,0,0
"2576","ditugu",0,0,1,0,0,0
"2577","dieta+",0,0,0,1,0,0
"2578","+mediterraneo",0,0,0,0,0,0
"2579","edo",0,0,0,0,0,0
"2580","mediterraneoko dieta",0,0,0,0,0,0
"2581","aditu guztiak",0,0,0,0,0,0
"2582","esan",1,0,0,0,0,0
"2583","duten",0,0,1,0,0,0
"2584",NA,0,0,0,0,0,0
"2585","adituek guztiek+",0,0,0,0,0,0
"2586","aditu guztiek",0,0,0,0,0,0
"2587","esan",1,0,0,0,0,0
"2588","duten",0,0,1,0,0,0
"2589","bezala",0,0,0,0,0,0
"2590","nahiko+",0,0,0,1,0,0
"2591","+ona",0,0,0,0,0,0
"2592","da",0,0,1,0,0,0
"2593",NA,0,0,0,0,0,0
"2594","osasuntsua",0,0,0,1,0,0
"2595","dela",0,1,0,0,1,0
"2596","eta beste aldetik",0,0,0,0,0,0
"2597",NA,0,0,0,0,0,0
"2598","janari azkarraren zergak",0,0,0,0,0,0
"2599","igoko",1,0,0,1,0,0
"2600","igo",0,0,0,0,0,0
"2601","beharko",1,0,0,1,0,0
"2602","dugu",0,0,1,0,0,0
"2603","betiko janaria",0,0,0,0,0,0
"2604","merkeagoa egiteko",0,0,0,1,0,0
"2605",NA,0,0,0,0,0,0
"2606","janari azkarraren alde",0,0,0,0,0,0
"2607","ba",0,0,0,1,0,0
"2608","honekin",0,0,0,0,0,0
"2609","familiei",0,0,0,0,0,0
"2610","bultzatuko",1,0,0,1,0,0
"2611","dugu",0,0,1,0,0,0
"2612","hori elikadura on bat",0,0,0,1,0,0
"2613",NA,0,0,0,0,0,0
"2614","egitera",0,0,0,0,0,0
"2615","egiteko",0,0,0,0,0,0
